Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,isolate
SRR15885327,AMPLICON,500,32135000,PRJNA763023,SAMN21422888,Metagenome or environmental,11256730,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176038,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oCRC_125,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,oCRC_125,SRP336949,oCRC_125
SRR15885328,AMPLICON,500,29053500,PRJNA763023,SAMN21423148,Metagenome or environmental,11933670,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176037,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_53a,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_53a,SRP336949,yCTRL_53a
SRR15885329,AMPLICON,500,41501500,PRJNA763023,SAMN21423147,Metagenome or environmental,13501933,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176036,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_52,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_52,SRP336949,yCTRL_52
SRR15885330,AMPLICON,500,40306000,PRJNA763023,SAMN21423146,Metagenome or environmental,13601016,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176035,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_51,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_51,SRP336949,yCTRL_51
SRR15885331,AMPLICON,500,43808000,PRJNA763023,SAMN21423145,Metagenome or environmental,14360964,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176034,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_50,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_50,SRP336949,yCTRL_50
SRR15885332,AMPLICON,500,42629500,PRJNA763023,SAMN21423144,Metagenome or environmental,14713808,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176033,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_5,SRP336949,yCTRL_5
SRR15885333,AMPLICON,500,26350000,PRJNA763023,SAMN21423143,Metagenome or environmental,10398340,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176032,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_49,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_49,SRP336949,yCTRL_49
SRR15885334,AMPLICON,500,40295000,PRJNA763023,SAMN21423142,Metagenome or environmental,14954725,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176031,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_48,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_48,SRP336949,yCTRL_48
SRR15885335,AMPLICON,500,28822000,PRJNA763023,SAMN21423141,Metagenome or environmental,9610742,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176030,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_47,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_47,SRP336949,yCTRL_47
SRR15885336,AMPLICON,500,41778000,PRJNA763023,SAMN21423140,Metagenome or environmental,13380931,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176029,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_46,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_46,SRP336949,yCTRL_46
SRR15885337,AMPLICON,500,41786000,PRJNA763023,SAMN21423139,Metagenome or environmental,13342800,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176028,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_45,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_45,SRP336949,yCTRL_45
SRR15885338,AMPLICON,500,28595000,PRJNA763023,SAMN21422887,Metagenome or environmental,9860879,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176027,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oCRC_124,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,oCRC_124,SRP336949,oCRC_124
SRR15885339,AMPLICON,500,43571500,PRJNA763023,SAMN21423138,Metagenome or environmental,15639664,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176026,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_44,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_44,SRP336949,yCTRL_44
SRR15885340,AMPLICON,500,41915000,PRJNA763023,SAMN21423137,Metagenome or environmental,13580593,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176025,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_43,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_43,SRP336949,yCTRL_43
SRR15885341,AMPLICON,500,42687000,PRJNA763023,SAMN21423136,Metagenome or environmental,13721594,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176024,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_42,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_42,SRP336949,yCTRL_42
SRR15885342,AMPLICON,500,42030000,PRJNA763023,SAMN21423135,Metagenome or environmental,13966562,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176023,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_41,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_41,SRP336949,yCTRL_41
SRR15885343,AMPLICON,500,42751000,PRJNA763023,SAMN21423134,Metagenome or environmental,17890765,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176022,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_40,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_40,SRP336949,yCTRL_40
SRR15885344,AMPLICON,500,41292500,PRJNA763023,SAMN21422959,Metagenome or environmental,13132488,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176021,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oCRC_58,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,oCRC_58,SRP336949,oCRC_58
SRR15885345,AMPLICON,500,28696000,PRJNA763023,SAMN21422869,Metagenome or environmental,10850644,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176020,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oCRC_108,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,oCRC_108,SRP336949,oCRC_108
SRR15885346,AMPLICON,500,40276500,PRJNA763023,SAMN21422860,Metagenome or environmental,13911573,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176019,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oCRC_10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,oCRC_10,SRP336949,oCRC_10
SRR15885347,AMPLICON,500,40629000,PRJNA763023,SAMN21422859,Metagenome or environmental,13952218,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176018,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oCRC_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,oCRC_1,SRP336949,oCRC_1
SRR15885348,AMPLICON,500,29441500,PRJNA763023,SAMN21423133,Metagenome or environmental,10453546,LC-BIO TECHNOLOGY CO,2018-01,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176017,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_4,SRP336949,yCTRL_4
SRR15885349,AMPLICON,500,43100000,PRJNA763023,SAMN21423132,Metagenome or environmental,14537195,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176016,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_39,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_39,SRP336949,yCTRL_39
SRR15885350,AMPLICON,500,27235000,PRJNA763023,SAMN21423131,Metagenome or environmental,8816758,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176015,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_38,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_38,SRP336949,yCTRL_38
SRR15885351,AMPLICON,500,41450500,PRJNA763023,SAMN21423130,Metagenome or environmental,13433374,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176014,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_37,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_37,SRP336949,yCTRL_37
SRR15885352,AMPLICON,500,40467000,PRJNA763023,SAMN21423129,Metagenome or environmental,13007098,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176013,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_36,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_36,SRP336949,yCTRL_36
SRR15885353,AMPLICON,500,43841500,PRJNA763023,SAMN21422886,Metagenome or environmental,15239436,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176012,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oCRC_123,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,oCRC_123,SRP336949,oCRC_123
SRR15885354,AMPLICON,500,40411500,PRJNA763023,SAMN21423128,Metagenome or environmental,13169205,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176011,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_35,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_35,SRP336949,yCTRL_35
SRR15885355,AMPLICON,500,43690500,PRJNA763023,SAMN21423127,Metagenome or environmental,17610424,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176010,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_34,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_34,SRP336949,yCTRL_34
SRR15885356,AMPLICON,500,28208500,PRJNA763023,SAMN21423126,Metagenome or environmental,9828701,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176009,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_33,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_33,SRP336949,yCTRL_33
SRR15885357,AMPLICON,500,26806000,PRJNA763023,SAMN21423125,Metagenome or environmental,8714166,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176008,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_32,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_32,SRP336949,yCTRL_32
SRR15885358,AMPLICON,500,28250000,PRJNA763023,SAMN21423124,Metagenome or environmental,9102273,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176007,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_31,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_31,SRP336949,yCTRL_31
SRR15885359,AMPLICON,500,40180000,PRJNA763023,SAMN21423123,Metagenome or environmental,14294709,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176006,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_30,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_30,SRP336949,yCTRL_30
SRR15885360,AMPLICON,500,43163500,PRJNA763023,SAMN21423122,Metagenome or environmental,14772302,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176005,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_3,SRP336949,yCTRL_3
SRR15885361,AMPLICON,500,26534500,PRJNA763023,SAMN21423121,Metagenome or environmental,8671059,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176004,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_29,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_29,SRP336949,yCTRL_29
SRR15885362,AMPLICON,500,42795000,PRJNA763023,SAMN21423120,Metagenome or environmental,14764770,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176003,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_28,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_28,SRP336949,yCTRL_28
SRR15885363,AMPLICON,500,40970500,PRJNA763023,SAMN21423119,Metagenome or environmental,13072112,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176002,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_27,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_27,SRP336949,yCTRL_27
SRR15885364,AMPLICON,500,41831500,PRJNA763023,SAMN21422885,Metagenome or environmental,14352633,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176001,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oCRC_122,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,oCRC_122,SRP336949,oCRC_122
SRR15885365,AMPLICON,500,31165500,PRJNA763023,SAMN21423118,Metagenome or environmental,10992947,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12176000,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_26,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_26,SRP336949,yCTRL_26
SRR15885366,AMPLICON,500,41005000,PRJNA763023,SAMN21423117,Metagenome or environmental,14438091,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175999,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_25,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_25,SRP336949,yCTRL_25
SRR15885367,AMPLICON,500,28957000,PRJNA763023,SAMN21423116,Metagenome or environmental,10283462,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175998,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_24,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_24,SRP336949,yCTRL_24
SRR15885368,AMPLICON,500,30850000,PRJNA763023,SAMN21423115,Metagenome or environmental,12185603,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175997,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_23,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_23,SRP336949,yCTRL_23
SRR15885369,AMPLICON,500,26791000,PRJNA763023,SAMN21423114,Metagenome or environmental,9526127,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175996,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_22,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_22,SRP336949,yCTRL_22
SRR15885370,AMPLICON,500,29964500,PRJNA763023,SAMN21423113,Metagenome or environmental,10210151,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175995,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_21,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_21,SRP336949,yCTRL_21
SRR15885371,AMPLICON,500,42082000,PRJNA763023,SAMN21423112,Metagenome or environmental,15332713,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175994,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_20,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_20,SRP336949,yCTRL_20
SRR15885372,AMPLICON,500,40160000,PRJNA763023,SAMN21423111,Metagenome or environmental,13790965,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175993,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_2,SRP336949,yCTRL_2
SRR15885373,AMPLICON,500,40557500,PRJNA763023,SAMN21423110,Metagenome or environmental,15007077,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175992,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_19,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_19,SRP336949,yCTRL_19
SRR15885374,AMPLICON,500,31919500,PRJNA763023,SAMN21423109,Metagenome or environmental,12087816,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175991,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,yCTRL_18,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,yCTRL_18,SRP336949,yCTRL_18
SRR15885375,AMPLICON,500,43104000,PRJNA763023,SAMN21422884,Metagenome or environmental,14978149,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175990,China,Asia,China:Huadong Region,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oCRC_121,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:55:00Z,1,oCRC_121,SRP336949,oCRC_121
